id_persona,id_establecimiento,id_educacion,fecha_inicio,fecha_termino,estado_participacion,horas_asistidas,promedio_calificacion,certificado_obtenido,fecha_registro
1136,2,3,2024-10-27,2025-10-22,Completado,467,6.1,True,2026-09-03
2585,7,1,2023-07-28,2024-03-18,Abandonado,99,,False,2026-09-03
3624,6,1,2022-08-26,2024-02-17,Completado,707,4.5,True,2026-09-03
3038,1,4,2023-05-25,2025-05-14,En Curso,620,4.2,False,2026-09-03
2749,8,2,2024-05-10,2026-04-30,Completado,957,6.1,True,2026-09-03
2519,6,3,2020-08-24,2021-08-19,Completado,478,4.5,True,2026-09-03
4725,1,2,2024-01-28,2024-04-17,Abandonado,131,,False,2026-09-03
4240,8,3,2022-01-18,2023-07-12,Completado,689,6.2,True,2026-09-03
2248,6,4,2022-07-10,2024-06-29,Completado,929,6.8,True,2026-09-03
297,8,5,2023-01-03,2023-12-29,Completado,461,5.6,True,2026-09-03
2428,9,3,2022-02-19,2022-08-18,Completado,235,5.7,True,2026-09-03
435,10,4,2020-09-25,2022-03-19,Completado,715,5.0,True,2026-09-03
2677,7,4,2024-05-06,2024-11-02,Completado,233,4.9,True,2026-09-03
4681,7,5,2020-08-13,2022-05-08,Abandonado,120,,False,2026-09-03
194,10,3,2024-07-16,2025-07-11,Completado,462,5.7,True,2026-09-03
1642,5,3,2021-01-31,2022-09-30,Abandonado,181,,False,2026-09-03
921,10,3,2024-11-20,2024-12-26,Abandonado,84,,False,2026-09-03
4026,7,1,2022-05-24,2024-01-18,Abandonado,120,,False,2026-09-03
1910,5,5,2023-02-14,2024-02-09,Completado,465,6.4,True,2026-09-03
4716,10,2,2020-06-03,2021-11-25,En Curso,258,5.0,False,2026-09-03
159,9,4,2024-06-02,2024-09-29,Abandonado,51,,False,2026-09-03
3641,6,1,2022-02-18,2022-08-17,Completado,231,6.5,True,2026-09-03
3056,6,3,2021-11-21,2023-05-15,Completado,711,6.3,True,2026-09-03
2542,8,3,2024-01-25,2024-07-23,En Curso,137,5.0,False,2026-09-03
1247,1,1,2024-02-11,2024-09-07,Abandonado,214,,False,2026-09-03
1622,5,1,2021-06-16,2022-12-08,En Curso,370,7.0,False,2026-09-03
949,1,2,2020-12-24,2022-12-14,Completado,923,4.4,True,2026-09-03
219,5,2,2020-11-10,2021-09-07,Abandonado,178,,False,2026-09-03
2861,1,4,2024-05-11,2025-05-06,En Curso,268,4.3,False,2026-09-03
4851,1,1,2024-03-01,2024-08-28,Completado,239,6.0,True,2026-09-03
1035,8,4,2021-01-20,2022-07-14,Completado,694,4.3,True,2026-09-03
1434,9,2,2021-05-01,2022-04-26,En Curso,306,4.5,False,2026-09-03
2126,1,2,2021-11-13,2022-09-02,Abandonado,323,,False,2026-09-03
85,3,4,2024-05-07,2025-10-29,En Curso,454,5.5,False,2026-09-03
1376,4,5,2021-10-07,2022-10-02,Completado,470,5.3,True,2026-09-03
3894,6,4,2024-02-12,2025-02-06,Completado,459,4.6,True,2026-09-03
146,3,3,2020-08-17,2022-02-08,Completado,706,6.1,True,2026-09-03
4648,6,2,2023-07-08,2024-12-29,En Curso,260,6.9,False,2026-09-03
2555,10,1,2024-04-27,2025-04-22,En Curso,264,4.6,False,2026-09-03
1558,3,5,2022-11-04,2024-10-24,En Curso,512,7.0,False,2026-09-03
2369,7,4,2021-09-09,2023-07-26,Abandonado,298,,False,2026-09-03
4942,4,3,2024-10-26,2026-04-19,Completado,685,5.5,True,2026-09-03
3884,3,2,2020-04-13,2022-04-03,Completado,943,5.0,True,2026-09-03
4418,8,5,2021-12-19,2022-12-14,En Curso,179,7.0,False,2026-09-03
4719,10,5,2021-06-27,2021-12-24,Completado,235,4.4,True,2026-09-03
3673,1,4,2023-05-18,2024-11-08,En Curso,495,6.7,False,2026-09-03
3674,9,2,2022-08-27,2023-08-22,Completado,478,6.2,True,2026-09-03
3839,2,1,2021-10-30,2023-04-23,En Curso,465,6.1,False,2026-09-03
1705,9,1,2022-12-08,2023-02-19,Abandonado,64,,False,2026-09-03
965,8,3,2020-09-04,2022-02-18,Abandonado,406,,False,2026-09-03
2471,3,3,2023-06-22,2024-12-13,En Curso,234,6.6,False,2026-09-03
384,6,2,2022-01-19,2022-02-27,Abandonado,39,,False,2026-09-03
41,7,4,2023-04-08,2024-09-29,Completado,698,6.0,True,2026-09-03
2040,9,1,2021-07-25,2023-07-15,Completado,955,5.3,True,2026-09-03
2763,9,4,2023-11-18,2024-11-12,Completado,456,4.3,True,2026-09-03
3668,10,2,2023-12-22,2025-06-14,En Curso,323,4.7,False,2026-09-03
1540,4,4,2020-10-11,2020-11-16,Abandonado,158,,False,2026-09-03
4588,9,1,2023-10-03,2024-09-27,Completado,475,6.3,True,2026-09-03
1030,1,5,2023-03-29,2024-09-19,En Curso,234,6.2,False,2026-09-03
911,9,4,2020-09-22,2022-03-16,Completado,686,6.2,True,2026-09-03
4136,3,3,2020-03-13,2021-09-04,Completado,694,5.7,True,2026-09-03
432,4,3,2020-01-04,2020-05-18,Abandonado,363,,False,2026-09-03
1051,1,2,2022-02-10,2023-02-05,Completado,461,4.7,True,2026-09-03
1031,9,3,2020-01-13,2021-03-05,Abandonado,89,,False,2026-09-03
3999,4,2,2022-09-13,2024-09-02,En Curso,570,6.2,False,2026-09-03
2853,2,4,2024-07-26,2026-07-16,Completado,922,5.5,True,2026-09-03
4385,3,5,2024-12-11,2025-12-06,En Curso,259,4.8,False,2026-09-03
481,1,2,2024-03-03,2024-08-30,Abandonado,152,,False,2026-09-03
197,8,5,2024-03-15,2025-09-06,Completado,711,6.1,True,2026-09-03
3455,2,3,2020-01-17,2021-07-10,Completado,698,4.1,True,2026-09-03
470,6,2,2020-12-05,2021-11-30,En Curso,298,6.5,False,2026-09-03
3739,2,1,2024-01-12,2024-07-10,Completado,236,6.9,True,2026-09-03
4246,7,1,2023-08-08,2025-05-04,Abandonado,218,,False,2026-09-03
1425,3,4,2022-04-01,2023-03-27,En Curso,198,5.7,False,2026-09-03
1593,8,2,2021-02-15,2021-08-14,En Curso,74,5.9,False,2026-09-03
4990,7,5,2023-04-18,2024-04-12,Completado,457,5.6,True,2026-09-03
70,6,4,2022-07-05,2023-03-30,Abandonado,145,,False,2026-09-03
255,4,2,2023-09-28,2024-03-30,Abandonado,260,,False,2026-09-03
3019,10,1,2023-11-12,2024-11-06,En Curso,150,5.1,False,2026-09-03
4701,7,3,2024-10-23,2025-06-14,Abandonado,347,,False,2026-09-03
4083,1,4,2020-08-10,2021-08-05,Completado,479,6.8,True,2026-09-03
843,10,2,2023-04-18,2024-04-12,Completado,467,4.7,True,2026-09-03
973,8,3,2020-09-18,2022-09-08,Completado,937,4.7,True,2026-09-03
3082,1,2,2024-03-19,2025-03-14,En Curso,262,5.4,False,2026-09-03
1259,8,3,2021-11-25,2023-11-15,Completado,916,4.1,True,2026-09-03
414,2,4,2020-10-04,2020-12-29,Abandonado,36,,False,2026-09-03
2939,9,4,2024-08-30,2025-08-25,Completado,477,6.0,True,2026-09-03
2279,4,1,2024-09-04,2026-02-26,En Curso,358,5.0,False,2026-09-03
1356,3,2,2021-08-17,2023-02-08,Completado,703,4.3,True,2026-09-03
930,5,4,2024-11-20,2025-05-19,En Curso,103,4.3,False,2026-09-03
3001,2,4,2020-01-30,2022-01-19,Completado,939,6.8,True,2026-09-03
3970,9,4,2022-10-02,2023-09-27,Completado,470,6.6,True,2026-09-03
339,8,3,2023-01-18,2025-01-07,Completado,938,5.9,True,2026-09-03
312,6,4,2023-02-04,2025-01-24,En Curso,334,4.9,False,2026-09-03
3403,5,2,2023-01-04,2024-12-24,Completado,950,6.5,True,2026-09-03
584,8,5,2022-03-07,2022-09-03,Completado,236,4.2,True,2026-09-03
1973,1,3,2020-04-12,2021-10-04,En Curso,397,6.1,False,2026-09-03
3933,10,1,2021-01-12,2023-01-02,En Curso,361,5.1,False,2026-09-03
2373,3,5,2021-11-11,2022-01-24,Abandonado,58,,False,2026-09-03
3299,7,5,2022-02-22,2022-08-21,Completado,228,4.7,True,2026-09-03
1989,5,5,2024-10-16,2026-04-09,Completado,711,5.4,True,2026-09-03
716,3,3,2022-07-07,2023-01-03,Completado,231,5.3,True,2026-09-03
3936,1,5,2022-02-15,2022-06-17,Abandonado,91,,False,2026-09-03
4777,8,1,2020-09-06,2022-08-27,Completado,917,4.7,True,2026-09-03
498,9,1,2021-04-04,2021-10-01,Completado,228,4.8,True,2026-09-03
4436,2,4,2020-02-18,2020-08-16,Completado,232,6.2,True,2026-09-03
1369,1,2,2020-01-15,2021-04-07,Abandonado,103,,False,2026-09-03
3053,9,1,2023-02-10,2024-08-03,En Curso,463,5.7,False,2026-09-03
4340,3,5,2020-09-01,2021-08-27,Completado,469,4.9,True,2026-09-03
2908,8,2,2023-01-11,2024-12-31,Completado,950,5.4,True,2026-09-03
4597,5,3,2020-06-21,2021-12-13,Completado,709,4.6,True,2026-09-03
1653,2,1,2022-01-15,2023-01-10,Completado,469,7.0,True,2026-09-03
4417,10,5,2020-12-03,2021-11-28,Completado,463,5.0,True,2026-09-03
2757,8,5,2021-07-11,2022-07-06,Completado,460,5.1,True,2026-09-03
1668,3,2,2023-08-24,2024-01-25,Abandonado,91,,False,2026-09-03
2252,9,2,2021-10-22,2022-10-17,Completado,478,5.4,True,2026-09-03
595,7,1,2020-03-20,2021-03-15,En Curso,295,6.5,False,2026-09-03
4487,9,5,2021-10-17,2023-04-10,Completado,684,4.3,True,2026-09-03
723,2,4,2024-06-20,2026-06-10,Completado,930,4.9,True,2026-09-03
3137,6,1,2022-01-02,2023-12-23,En Curso,290,6.6,False,2026-09-03
4485,7,1,2020-11-29,2022-03-01,Abandonado,462,,False,2026-09-03
1300,7,5,2021-07-23,2022-01-19,En Curso,145,6.7,False,2026-09-03
592,7,5,2022-07-22,2023-01-18,Completado,233,6.5,True,2026-09-03
668,4,4,2024-03-07,2025-03-02,Completado,461,5.8,True,2026-09-03
873,2,2,2020-09-17,2021-09-12,Completado,463,5.7,True,2026-09-03
622,2,3,2022-11-04,2023-10-30,En Curso,330,4.8,False,2026-09-03
1809,7,1,2023-12-24,2024-12-18,Completado,475,4.1,True,2026-09-03
241,10,3,2020-07-17,2021-07-12,Completado,463,6.5,True,2026-09-03
213,2,2,2023-04-11,2023-10-08,Completado,234,5.4,True,2026-09-03
1855,7,1,2023-12-12,2024-12-06,En Curso,290,4.7,False,2026-09-03
3503,2,2,2023-06-17,2024-12-08,Completado,696,5.8,True,2026-09-03
4459,7,4,2020-06-20,2021-06-15,Completado,467,6.5,True,2026-09-03
2767,6,3,2022-01-01,2023-06-25,En Curso,498,5.7,False,2026-09-03
1828,9,5,2024-09-25,2026-03-19,Completado,701,5.3,True,2026-09-03
1018,2,2,2022-01-14,2023-01-09,Completado,460,4.1,True,2026-09-03
3908,9,1,2023-12-16,2024-12-10,Completado,479,5.2,True,2026-09-03
4713,2,4,2020-09-22,2021-09-17,Completado,456,4.4,True,2026-09-03
4703,1,4,2022-06-03,2022-11-30,En Curso,154,6.9,False,2026-09-03
3993,1,5,2023-08-25,2025-08-14,En Curso,585,6.2,False,2026-09-03
2991,2,2,2023-03-30,2024-03-24,Completado,479,4.1,True,2026-09-03
306,7,2,2024-04-04,2025-03-28,Abandonado,99,,False,2026-09-03
2707,2,3,2022-06-15,2022-12-20,Abandonado,135,,False,2026-09-03
3775,2,4,2022-01-05,2022-07-04,Completado,239,6.2,True,2026-09-03
4057,7,5,2022-09-03,2023-08-29,Completado,473,4.5,True,2026-09-03
3615,2,5,2023-11-14,2024-11-08,Completado,462,4.6,True,2026-09-03
4458,10,5,2024-01-15,2025-07-08,Completado,694,5.0,True,2026-09-03
3136,6,4,2023-01-08,2024-01-03,En Curso,328,4.1,False,2026-09-03
2066,9,4,2022-12-07,2023-06-05,En Curso,131,4.1,False,2026-09-03
4412,6,4,2022-11-17,2023-11-12,Completado,472,5.1,True,2026-09-03
2469,2,4,2021-03-14,2023-03-04,Completado,919,6.6,True,2026-09-03
42,4,1,2020-04-16,2021-10-08,Completado,718,4.2,True,2026-09-03
3138,5,5,2021-11-17,2023-11-07,En Curso,319,5.3,False,2026-09-03
4976,9,2,2023-01-29,2024-01-24,Completado,461,6.6,True,2026-09-03
2567,5,3,2020-03-24,2020-09-20,En Curso,110,6.8,False,2026-09-03
1472,2,2,2022-10-19,2024-04-11,En Curso,284,6.9,False,2026-09-03
477,7,4,2023-02-09,2024-02-04,Completado,467,5.4,True,2026-09-03
3740,7,4,2020-09-30,2021-08-23,Abandonado,177,,False,2026-09-03
4258,2,4,2021-11-05,2022-10-31,Completado,456,4.4,True,2026-09-03
2844,9,5,2021-03-14,2022-03-09,Completado,473,4.6,True,2026-09-03
320,8,2,2023-11-26,2024-11-20,Completado,466,6.3,True,2026-09-03
1450,10,5,2020-02-21,2021-02-15,Completado,457,4.9,True,2026-09-03
3132,7,3,2024-03-06,2024-09-02,En Curso,89,6.4,False,2026-09-03
3470,9,1,2024-09-21,2025-03-20,Completado,232,4.5,True,2026-09-03
2748,1,3,2022-03-05,2023-02-28,En Curso,162,4.3,False,2026-09-03
4265,3,3,2023-06-23,2025-06-12,En Curso,665,5.7,False,2026-09-03
2722,3,2,2021-08-14,2022-11-03,Abandonado,85,,False,2026-09-03
521,1,1,2022-07-14,2023-01-10,Completado,231,5.6,True,2026-09-03
1621,2,3,2021-12-15,2022-12-10,Completado,457,6.6,True,2026-09-03
1848,7,4,2022-10-17,2023-04-15,Completado,230,5.2,True,2026-09-03
4922,3,2,2023-04-22,2024-04-16,Completado,457,5.0,True,2026-09-03
3264,8,3,2023-10-28,2025-10-17,Completado,917,4.2,True,2026-09-03
1493,5,5,2024-02-24,2026-02-13,Completado,921,4.9,True,2026-09-03
4313,2,1,2021-12-05,2023-11-25,Completado,942,4.5,True,2026-09-03
18,2,2,2022-08-03,2024-01-25,Completado,688,6.8,True,2026-09-03
3810,10,1,2024-04-02,2025-01-14,Abandonado,166,,False,2026-09-03
2073,2,3,2022-12-08,2023-10-10,Abandonado,223,,False,2026-09-03
3883,7,3,2022-12-26,2023-02-25,Abandonado,175,,False,2026-09-03
1553,4,2,2023-10-04,2025-03-27,En Curso,494,6.8,False,2026-09-03
2333,7,3,2022-06-29,2023-06-24,Completado,476,5.2,True,2026-09-03
3508,1,5,2024-02-13,2025-08-06,En Curso,344,4.2,False,2026-09-03
1523,5,1,2024-03-01,2025-06-25,Abandonado,173,,False,2026-09-03
3206,7,5,2021-02-25,2022-04-21,Abandonado,331,,False,2026-09-03
4679,2,1,2024-03-19,2025-03-14,En Curso,224,5.3,False,2026-09-03
2208,4,5,2020-12-31,2021-08-25,Abandonado,149,,False,2026-09-03
3742,6,5,2022-03-18,2023-03-13,Completado,479,5.3,True,2026-09-03
1202,4,3,2020-01-04,2020-07-02,En Curso,104,6.2,False,2026-09-03
1080,5,3,2020-10-11,2021-10-06,Completado,461,5.1,True,2026-09-03
3928,3,4,2020-12-08,2021-06-06,Completado,235,5.9,True,2026-09-03
4331,8,4,2020-09-26,2021-09-21,En Curso,165,4.9,False,2026-09-03
2739,6,3,2024-12-24,2025-12-19,En Curso,317,5.5,False,2026-09-03
4788,7,3,2024-01-29,2025-01-23,Completado,467,5.0,True,2026-09-03
3723,1,2,2020-11-24,2021-11-19,Completado,460,4.8,True,2026-09-03
2975,8,4,2021-12-09,2023-11-29,Completado,935,6.3,True,2026-09-03
4999,4,5,2024-01-15,2024-03-02,Abandonado,68,,False,2026-09-03
1176,5,5,2023-12-19,2024-02-23,Abandonado,29,,False,2026-09-03
1530,9,1,2023-02-09,2025-01-29,Completado,951,6.6,True,2026-09-03
2264,3,1,2021-09-04,2022-08-30,Completado,459,5.1,True,2026-09-03
3229,1,4,2023-12-20,2024-12-14,Completado,476,6.8,True,2026-09-03
1104,1,1,2021-09-02,2022-03-01,En Curso,114,6.3,False,2026-09-03
3295,2,2,2021-01-21,2022-01-16,Completado,469,6.1,True,2026-09-03
2049,3,2,2022-07-13,2023-07-08,Completado,479,5.0,True,2026-09-03
4339,9,1,2024-06-27,2025-02-09,Abandonado,193,,False,2026-09-03
1718,2,4,2021-09-19,2022-03-18,En Curso,163,6.1,False,2026-09-03
3472,5,1,2024-09-30,2026-09-20,Completado,952,7.0,True,2026-09-03
3671,1,3,2021-10-15,2023-04-08,En Curso,290,5.5,False,2026-09-03
4367,8,4,2021-05-30,2021-11-26,Completado,231,5.7,True,2026-09-03
559,10,5,2024-12-26,2026-05-31,Abandonado,124,,False,2026-09-03
4584,7,2,2021-10-18,2022-10-13,Completado,473,4.9,True,2026-09-03
2327,2,4,2023-05-13,2023-11-09,Completado,237,4.3,True,2026-09-03
2921,5,2,2024-08-14,2025-01-08,Abandonado,119,,False,2026-09-03
603,7,1,2021-08-07,2022-08-02,Completado,477,4.3,True,2026-09-03
3897,4,4,2022-07-05,2023-12-27,Completado,695,5.3,True,2026-09-03
2571,4,1,2021-10-20,2022-10-15,Completado,463,6.9,True,2026-09-03
4225,6,3,2024-11-24,2025-08-06,Abandonado,183,,False,2026-09-03
1058,3,1,2021-05-29,2021-11-25,Completado,239,5.7,True,2026-09-03
3737,10,2,2023-08-11,2024-08-05,Completado,459,4.2,True,2026-09-03
2012,8,5,2020-09-03,2021-08-29,Completado,468,4.3,True,2026-09-03
3471,5,2,2024-10-04,2025-09-29,En Curso,255,4.7,False,2026-09-03
715,9,4,2023-12-12,2024-06-09,Completado,239,4.3,True,2026-09-03
2765,4,4,2022-11-12,2024-05-05,En Curso,477,4.0,False,2026-09-03
869,10,5,2023-12-17,2024-12-11,En Curso,244,6.8,False,2026-09-03
4045,7,2,2021-07-30,2021-11-18,Abandonado,26,,False,2026-09-03
275,9,4,2023-07-10,2024-07-04,Completado,459,4.1,True,2026-09-03
2475,7,4,2023-07-25,2025-01-15,Completado,684,5.8,True,2026-09-03
681,1,2,2023-04-08,2023-10-05,En Curso,150,6.6,False,2026-09-03
3383,7,1,2021-11-26,2022-11-21,En Curso,144,6.3,False,2026-09-03
1656,10,3,2022-08-21,2024-02-12,Completado,716,4.4,True,2026-09-03
1004,7,4,2022-05-19,2023-11-10,Completado,692,4.4,True,2026-09-03
2732,9,3,2020-05-28,2021-05-23,En Curso,288,5.5,False,2026-09-03
2885,9,2,2023-02-13,2024-02-08,Completado,462,5.6,True,2026-09-03
3481,10,2,2020-05-22,2021-05-17,En Curso,292,4.1,False,2026-09-03
2550,7,1,2023-09-29,2025-03-22,En Curso,436,5.7,False,2026-09-03
2823,2,1,2021-09-11,2023-09-01,En Curso,484,5.0,False,2026-09-03
440,2,5,2021-01-13,2023-01-03,Completado,930,5.3,True,2026-09-03
1980,3,3,2022-01-23,2023-01-18,En Curso,216,6.8,False,2026-09-03
3998,4,1,2021-07-08,2022-07-03,En Curso,193,6.0,False,2026-09-03
4402,4,2,2021-12-23,2022-12-18,En Curso,269,6.8,False,2026-09-03
3240,4,4,2021-03-17,2023-03-07,Completado,929,6.5,True,2026-09-03
338,3,2,2022-07-27,2023-07-22,Completado,462,4.4,True,2026-09-03
155,9,1,2020-12-13,2021-06-11,Completado,229,4.5,True,2026-09-03
1697,6,2,2023-08-05,2023-10-27,Abandonado,75,,False,2026-09-03
4685,7,1,2022-10-24,2024-10-13,Completado,951,6.5,True,2026-09-03
4773,8,4,2022-08-08,2023-08-03,En Curso,272,4.6,False,2026-09-03
825,8,2,2021-06-15,2021-12-12,Completado,230,6.3,True,2026-09-03
2913,2,5,2021-10-26,2022-04-08,Abandonado,78,,False,2026-09-03
2383,7,3,2023-08-13,2025-02-03,Completado,709,5.4,True,2026-09-03
3820,5,3,2023-12-03,2024-11-27,En Curso,248,5.4,False,2026-09-03
389,5,5,2023-02-21,2024-08-14,En Curso,503,4.7,False,2026-09-03
2791,10,2,2024-06-04,2026-05-25,Completado,938,6.5,True,2026-09-03
120,1,3,2020-11-26,2021-11-21,Completado,458,5.2,True,2026-09-03
2169,5,4,2021-04-25,2022-10-17,En Curso,348,5.3,False,2026-09-03
3083,9,2,2024-07-29,2026-07-19,Completado,955,6.2,True,2026-09-03
2689,1,1,2020-02-04,2021-01-29,En Curso,177,4.2,False,2026-09-03
4088,1,3,2020-06-28,2021-01-10,Abandonado,187,,False,2026-09-03
3210,3,1,2020-04-27,2020-06-12,Abandonado,58,,False,2026-09-03
4453,4,4,2024-09-15,2026-03-09,Completado,713,5.8,True,2026-09-03
2380,8,4,2023-10-28,2025-10-17,Completado,933,5.2,True,2026-09-03
1268,5,1,2022-05-16,2023-05-11,Completado,463,6.0,True,2026-09-03
2210,5,1,2021-10-12,2022-10-07,Completado,467,5.2,True,2026-09-03
149,5,5,2024-11-11,2026-11-01,Completado,931,6.5,True,2026-09-03
2710,6,2,2024-04-22,2024-10-19,En Curso,139,4.3,False,2026-09-03
527,9,1,2020-11-23,2021-11-18,Completado,475,4.1,True,2026-09-03
4969,2,4,2024-07-08,2025-07-03,En Curso,150,4.2,False,2026-09-03
3477,4,5,2021-12-16,2022-12-11,En Curso,259,6.9,False,2026-09-03
5,3,3,2022-02-24,2023-08-18,Completado,694,6.5,True,2026-09-03
2551,8,4,2024-08-01,2026-01-23,Completado,692,4.2,True,2026-09-03
1090,7,4,2024-08-18,2026-02-09,Completado,705,6.7,True,2026-09-03
3396,1,5,2022-11-13,2024-05-06,Completado,686,5.2,True,2026-09-03
2010,7,5,2020-12-27,2022-12-17,En Curso,670,6.7,False,2026-09-03
799,3,4,2023-10-15,2024-10-09,Completado,472,5.9,True,2026-09-03
3072,5,1,2023-01-27,2024-07-20,Completado,713,4.0,True,2026-09-03
3885,7,3,2021-05-17,2021-11-13,En Curso,125,5.2,False,2026-09-03
765,5,3,2022-04-01,2023-03-27,Completado,457,4.9,True,2026-09-03
738,10,5,2024-07-06,2026-06-26,Completado,946,4.2,True,2026-09-03
4731,5,5,2022-06-15,2022-10-29,Abandonado,65,,False,2026-09-03
4852,7,4,2022-09-23,2023-09-18,Completado,470,6.2,True,2026-09-03
1214,6,1,2024-10-09,2025-04-07,Completado,231,6.8,True,2026-09-03
3172,4,3,2020-01-05,2021-12-25,Completado,935,6.6,True,2026-09-03
4449,7,5,2021-10-11,2023-04-04,Completado,699,5.3,True,2026-09-03
3189,2,2,2023-10-22,2024-03-17,Abandonado,107,,False,2026-09-03
4084,10,3,2021-01-31,2021-07-30,Completado,238,5.3,True,2026-09-03
156,1,1,2022-09-19,2023-09-14,Completado,465,6.7,True,2026-09-03
1381,1,2,2020-10-02,2022-03-26,Completado,715,4.3,True,2026-09-03
2398,2,1,2021-07-10,2023-06-30,Completado,952,4.8,True,2026-09-03
3567,2,3,2024-07-10,2026-06-30,Completado,917,4.4,True,2026-09-03
3068,10,2,2022-03-05,2024-02-23,Completado,959,4.4,True,2026-09-03
1506,5,1,2020-11-19,2021-11-14,Completado,457,5.3,True,2026-09-03
2563,7,3,2022-01-21,2023-01-16,Completado,456,5.3,True,2026-09-03
1526,3,2,2022-11-25,2024-11-14,Completado,923,5.0,True,2026-09-03
2605,5,3,2021-03-09,2022-08-31,Completado,688,4.6,True,2026-09-03
3441,1,2,2022-05-28,2022-11-24,Completado,230,5.1,True,2026-09-03
1514,8,3,2021-12-06,2022-12-01,Completado,465,4.6,True,2026-09-03
3756,5,1,2021-10-09,2022-10-04,Completado,468,6.1,True,2026-09-03
84,5,4,2023-11-06,2024-10-31,Completado,458,4.7,True,2026-09-03
4841,6,3,2020-12-30,2021-06-28,En Curso,112,6.6,False,2026-09-03
4347,8,3,2022-01-19,2024-01-09,Completado,952,4.1,True,2026-09-03
148,5,2,2022-03-19,2023-03-14,Completado,456,6.0,True,2026-09-03
3290,7,4,2021-06-04,2023-05-25,Completado,926,5.5,True,2026-09-03
4124,9,5,2023-08-03,2024-07-28,En Curso,234,6.2,False,2026-09-03
3901,4,4,2024-11-03,2025-10-29,Completado,463,6.1,True,2026-09-03
1806,8,1,2024-09-28,2025-03-27,Completado,231,5.7,True,2026-09-03
774,5,4,2021-02-04,2022-01-30,Completado,460,4.8,True,2026-09-03
4554,7,3,2024-07-26,2025-07-21,En Curso,207,6.9,False,2026-09-03
3308,5,4,2024-04-25,2025-10-17,Completado,719,4.9,True,2026-09-03
4695,2,5,2020-08-10,2021-08-05,Completado,460,4.9,True,2026-09-03
2324,3,3,2021-03-02,2021-06-04,Abandonado,125,,False,2026-09-03
2664,7,4,2020-06-27,2020-12-24,En Curso,72,6.1,False,2026-09-03
3826,4,5,2020-01-24,2020-07-22,Completado,228,6.6,True,2026-09-03
1508,4,4,2022-10-10,2024-09-29,En Curso,432,5.9,False,2026-09-03
2903,10,5,2022-01-31,2024-01-21,Completado,941,6.6,True,2026-09-03
3428,5,4,2022-01-01,2022-12-27,Completado,462,6.4,True,2026-09-03
3011,9,2,2021-04-06,2022-09-28,Completado,701,6.0,True,2026-09-03
1673,4,3,2024-04-02,2025-03-28,Completado,475,4.6,True,2026-09-03
3338,4,4,2023-02-20,2024-08-13,Completado,706,6.5,True,2026-09-03
2668,1,5,2022-06-24,2022-12-21,En Curso,97,6.1,False,2026-09-03
3974,5,1,2021-05-31,2021-10-15,Abandonado,179,,False,2026-09-03
4655,2,3,2020-11-10,2022-10-31,Completado,959,4.4,True,2026-09-03
4190,8,1,2023-09-24,2024-07-14,Abandonado,116,,False,2026-09-03
3948,2,3,2023-11-24,2024-11-18,Completado,470,5.3,True,2026-09-03
1289,5,4,2022-09-16,2023-09-11,En Curso,185,6.5,False,2026-09-03
4188,2,1,2021-08-29,2022-08-24,En Curso,195,6.8,False,2026-09-03
3956,9,2,2023-06-13,2024-12-04,En Curso,479,6.1,False,2026-09-03
4752,9,2,2021-04-12,2022-10-04,Completado,696,6.8,True,2026-09-03
3630,4,3,2020-07-30,2021-07-25,En Curso,209,6.4,False,2026-09-03
3652,8,4,2020-12-15,2021-12-10,En Curso,246,4.4,False,2026-09-03
2400,1,3,2024-04-19,2025-04-14,Completado,465,6.7,True,2026-09-03
674,5,2,2021-12-28,2022-12-23,Completado,479,5.9,True,2026-09-03
535,9,4,2024-03-21,2025-02-14,Abandonado,171,,False,2026-09-03
2737,3,2,2023-04-25,2024-06-21,Abandonado,215,,False,2026-09-03
2367,3,3,2022-05-28,2023-11-19,Completado,716,4.5,True,2026-09-03
78,4,5,2020-06-13,2022-06-03,En Curso,480,4.2,False,2026-09-03
4159,6,3,2022-01-19,2023-01-14,En Curso,296,4.2,False,2026-09-03
2788,7,1,2020-09-12,2022-09-02,Completado,913,5.8,True,2026-09-03
1880,2,2,2023-09-15,2025-04-09,Abandonado,101,,False,2026-09-03
835,7,3,2021-11-22,2023-11-12,En Curso,293,4.0,False,2026-09-03
430,7,2,2022-06-30,2023-02-16,Abandonado,263,,False,2026-09-03
1196,6,4,2021-03-30,2021-09-26,Completado,237,5.5,True,2026-09-03
2234,9,2,2022-12-20,2024-12-09,Completado,940,5.8,True,2026-09-03
4472,7,4,2022-04-05,2023-09-27,Completado,690,6.5,True,2026-09-03
2988,2,1,2023-02-20,2024-02-15,Completado,465,5.4,True,2026-09-03
672,3,1,2023-09-07,2024-09-01,Completado,473,4.2,True,2026-09-03
3014,10,3,2022-06-24,2022-11-18,Abandonado,74,,False,2026-09-03
4875,8,2,2024-08-28,2026-02-19,En Curso,414,4.5,False,2026-09-03
2336,6,4,2021-11-16,2022-05-15,En Curso,142,4.5,False,2026-09-03
707,2,5,2022-06-23,2023-06-18,Completado,473,5.1,True,2026-09-03
1070,6,1,2021-05-27,2022-05-22,En Curso,190,6.0,False,2026-09-03
3660,3,5,2021-11-19,2023-11-09,Completado,937,6.1,True,2026-09-03
2643,10,5,2021-06-05,2022-11-27,En Curso,300,4.7,False,2026-09-03
77,8,1,2021-09-03,2022-08-29,En Curso,145,4.3,False,2026-09-03
